model,accuracy,macro_f1,weighted_f1,macro_f1_std,cv_folds,test_windows
random_forest,0.8722826086956522,0.8489805011521868,0.8721482480633176,0.03459782463322451,5,368
decision_tree,0.8478260869565217,0.8201050846310785,0.8478460167231606,0.047906445692499945,5,368
hist_gradient_boosting,0.8315217391304348,0.8001762872792,0.8315909590993154,0.03845707706276867,5,368
